CLIENTNUM,Attrition_Flag,Attrition_Type,review,date,City,zipcode,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
772271508,Attrited Customer,Voluntary,"It doesnít even deserve one star. Customer services really bad and reading from script. Canít change address, canít change new phone number. Stopped using card ages ago and guess what you canít even access the app when you have a new phone. Customer services not a pleasant experience, they donít even listen or canít be bothered to listen why you canít change any details. Stay away and avoid, not very helpful at all.",13-Sep-22,Edmundston,K1C1M8,46,F,3,Uneducated,Single,Unknown,Blue,35,2,3,3,1706,0,1706,0.726,2320,42,0.448,0,0.99691,0.00308778
770024733,Attrited Customer,Voluntary,HOW MUCH LATER ? WHEN YOU CAN CHARGE ME A DEFAULT PAYMENT?,6-Sep-22,Clarenville,K1C1N8,53,F,2,Uneducated,Single,$40K - $60K,Blue,47,1,2,3,1699,0,1699,0.602,2520,49,0.531,0,0.99495,0.00505
780105483,Attrited Customer,Voluntary,I HAVE THE GRAND SUM I OWE YOU OF YES WAIT FOR IT..........£1.57............. ONE POUND FIFTY SEVEN PENCE. I HAVE TRIED TO PAY THIS MASSIVE AMOUNT I OWE YOU ON LINE. I TOTALLY REFUSE TO MAKE AND PAY FOR A PHONE CALL WHICH WOULD COST MORE THAN I OWE YOU BUT YOU KEEP TELLING ME THE ON LINE SITE IS HAVING PROBLEMS COME BACK LATER!!!!!!!!!!!!!!,6-Sep-23,Val-d'Or,K1C1P1,65,F,0,Uneducated,Single,Less than $40K,Blue,50,3,4,4,1697,377,1320,1.048,2799,49,0.485,0.222,0.99819,0.0018132
715146558,Attrited Customer,Voluntary,Incompetent company.,27-Aug-22,Summerside,K1C1P5,34,F,2,College,Married,Less than $40K,Blue,36,1,3,2,1696,0,1696,0.782,2325,56,0.556,0,0.99432,0.00568
712479633,Attrited Customer,Voluntary,Had an argos card for many years card still valid argos closed my account with no communication from them have spent thousands never defaulted if this is how you treat loyal customers you know you wont get any business from me ever again.,27-Aug-23,Yarmouth,K1C1P8,31,F,1,Unknown,Single,Less than $40K,Blue,20,3,1,2,1695,0,1695,0.561,2428,43,0.593,0,0.98271,0.01729
717575958,Attrited Customer,Voluntary,No one is picking up the phone? What is going on? Tried to reach them for 3 consecutive days and no luck,31-Dec-21,Selkirk,K1C1R1,50,F,1,Post-Graduate,Married,$40K - $60K,Blue,41,6,3,3,1694,479,1215,0.838,2349,42,0.312,0.283,0.99702,0.00298315
718263108,Attrited Customer,Voluntary,"argos bought a pay april ater item then a month after bought a smaller gift. went to pay smallergift and its come off the item for pay later april4 months away. this is how argos gets you. its unfair. they are trying to force you to make the wrong sale so they can chargbe you 15 to 20 pounds on a item that like 30 pounds. ill be paying it all off tomorow and deleting my account as i know theyll have a excuse. itll be, you have to wait for statement, instead of well done for paying early. Amazing that next and very both dont do this.",29-Dec-21,High River,K1C1R4,44,F,3,Unknown,Divorced,Less than $40K,Blue,32,3,3,2,1693,1457,236,0.919,2829,42,0.615,0.861,0.99515,0.00484967
718296558,Attrited Customer,Voluntary,NEVER USE!!,18-Dec-21,Truro,K1C1R6,44,F,4,Unknown,Married,$40K - $60K,Blue,31,4,3,5,1691,1327,364,0.774,2345,33,0.435,0.785,0.99903,0.00097
771723408,Attrited Customer,Voluntary,SERVICE IS TERRIBLE,18-Dec-22,Clarenville,K1C1T1,37,F,2,Unknown,Single,Less than $40K,Blue,25,3,2,4,1690,0,1690,0.69,2645,60,0.622,0,0.99722,0.00277723
712163433,Attrited Customer,Voluntary,COMPALINTS TEAM AND PROCESS IS A JOKE,18-Dec-23,Sept-√É≈Ωles,K1C1T4,47,M,3,Uneducated,Married,$40K - $60K,Blue,29,1,2,4,1684,644,1040,0.723,2164,36,0.714,0.382,0.99714,0.00286097
712953483,Attrited Customer,Voluntary,"Apparently it's my fault the monthly payment never went through when they had a problem there end not mine ""which they admitted"" and in turn have put missed payments on my credit file!",18-Dec-25,Innisfil,K1C1T7,64,F,0,Graduate,Single,Less than $40K,Blue,36,1,3,4,1682,0,1682,0.75,1811,39,0.5,0,0.99775,0.00225216
719894433,Attrited Customer,Voluntary,In my own work I deal with the general public and I would never speak to any of my clients the way some of there staff have spoken to me its horrendous!,18-Dec-27,Terrace,K1C1T9,43,F,4,Unknown,Married,Less than $40K,Blue,24,6,2,3,1679,951,728,0.706,2492,43,0.593,0.566,0.99549,0.00451007
773228133,Attrited Customer,Voluntary,"I have asked for them to send me a copy of the call recordings, they said they did but never got it ??",18-Dec-29,Camrose,K1C1V2,39,F,2,Graduate,Married,Less than $40K,Blue,29,3,2,2,1677,0,1677,0.869,2437,41,0.708,0,0.99129,0.00871
785285883,Attrited Customer,Voluntary,I understand this is a company called HOME RETAIL GROUP?,18-Dec-31,Ottawa,K1C1V5,49,F,3,Graduate,Single,Less than $40K,Blue,43,6,3,4,1675,0,1675,0.76,2622,53,0.71,0,0.99814,0.00186317
809626983,Attrited Customer,Voluntary,DO YOUR SELF A FAVOUR and get well known low interest rate credit card instead I did and had no issues at all!,18-Dec-33,Edmonton,K1C1V9,48,F,3,High School,Married,Less than $40K,Blue,43,3,3,3,1670,0,1670,0.707,2790,37,0.321,0,0.99673,0.00326528
718303683,Attrited Customer,Voluntary,"Donít bother, you will almost always get rejected!",11-Dec-21,Rimouski,K1C1W8,36,F,2,Graduate,Married,Less than $40K,Blue,23,4,2,2,1666,813,853,0.813,2622,60,0.818,0.488,0.99129,0.00871
708266883,Attrited Customer,Voluntary,"Rather shop at currys where they will give me a much higher credit limit and trust me! Always paid my bills on time never missed a payment. Stay away! Couldnít even get approved for £169, I ended up paying in full in the end! Shocking customer service, rejected before even actually properly checking a customers record. Big purchases will now go through currys anyway as they clearly trust me more than this store does, accepted far above.",11-Dec-21,Trail,K1C1X8,34,F,2,Graduate,Single,Less than $40K,Blue,36,1,2,3,1666,0,1666,0.713,2312,35,0.25,0,0.9948,0.0052
710116833,Attrited Customer,Voluntary,"I have been trying to pay my Argos card now for three days Iím going round in circles I have phoned every number there is used live chat , I have now emailed head office , Iím late with my payment and I was on a debt plan , Iím at my wits end I cannot even get to speak to anyone and Iím just cut off , please donít use this company the services is horrendous,.",7-Dec-21,Spruce Grove,K1C1Y2,59,F,1,High School,Single,$40K - $60K,Blue,36,5,3,3,1665,0,1665,1.01,2748,40,0.333,0,0.99639,0.00360858
779084208,Attrited Customer,Voluntary,"The problem with the Argos card is that it seems to have been set up to trap people in debt. Other 'shops' in the same sector (AO, Very, Currys) offer between 12 months and 36 months for large purchases. Argos offer 6 months. On laptops costing between £1500 and £3000 this is ridiculous for the majority of people. The aim seems to get people off BNPL onto (very) high interest_bearing 'normal' credit. Since Sainsburys have taken over the situation is worsening. Even the maximum 12 months interest free periods are few and far between. It's a cut throat explotative way to run a business.... and certainly not one that is putting customers first. Argos.... your people are lovely. Your buyers have a good grasp of the market. Your pricing is competitive (even if you do not price match). But.... this transparent way of pushing people into debt with restrictive credit terms on large purchases is plainly wrong, if not immoral. It's a shame ... and does little for your reputation. If you arebgoing to offer credit....make it fair.",22-Nov-21,Moose Jaw,K1C1Y5,43,F,3,High School,Divorced,Less than $40K,Blue,24,4,2,2,1662,613,1049,0.868,2326,31,0.55,0.369,0.99137,0.00863
717450633,Attrited Customer,Voluntary,Okay but service could improve,12-Nov-21,Clarenville,K1C1Z1,47,M,3,Uneducated,Single,$60K - $80K,Blue,36,3,2,4,1659,1544,115,0.408,1920,39,0.345,0.931,0.99714,0.00286097
714424533,Attrited Customer,Voluntary,IT RUIN YOUR CREDIT SCORE IF YOU DELAY 1 DAY TO MAKE YOUR PAYMENT.,9-Nov-21,Vancouver,K1C1Z3,41,F,4,Graduate,Married,Less than $40K,Blue,36,6,2,2,1655,0,1655,0.496,2156,37,0.194,0,0.99169,0.00831
772407333,Attrited Customer,Voluntary,"ALSO, IT INCREASE MONTHLY WITH FEES OF 20% EVERY MONTH!",9-Nov-21,Montreal,K1C2A8,41,F,3,Unknown,Married,Less than $40K,Blue,30,5,3,3,1654,0,1654,0.329,1730,30,0.364,0,0.99711,0.00288892
719981508,Attrited Customer,Voluntary,YOU DON'T FINISH PAYING FOR AN ITEM LITERALLY.,9-Nov-21,Toronto,K1C2B1,37,M,2,Uneducated,Single,Unknown,Blue,24,2,2,3,1649,0,1649,0.864,2574,51,0.7,0,0.99495,0.00505
717429258,Attrited Customer,Voluntary,DO NOT RECOMMEND IT FOR EXPERIENCE.,9-Nov-21,Prince Albert,K1C2B5,48,F,3,Doctorate,Single,Less than $40K,Blue,39,3,3,4,1644,500,1144,0.784,2450,45,0.406,0.304,0.99871,0.00128822
798972183,Attrited Customer,Voluntary,I WILL CLEAR THIS CARD AND NEVER MORE USE IT,9-Nov-21,Summerside,K1C2B7,49,F,2,Unknown,Single,$40K - $60K,Blue,43,1,3,2,1643,526,1117,0.829,2520,38,0.583,0.32,0.99497,0.00503
720130233,Attrited Customer,Voluntary,Store card designed to ruin your credit file,,Yarmouth,K1C2C1,48,M,2,High School,Single,$60K - $80K,Blue,36,4,3,1,1641,0,1641,0.791,2536,45,0.364,0,0.99061,0.00939
713826183,Attrited Customer,Voluntary,"I am aware that this page is for the argos credit card, not argos card, but I can't find a page to review the argos card, so will do it here. Sorry Newday, maybe you can put pressure on argos to sort out their horrendous store card system so the overall reputation doesn't take more damage.",8-Nov-21,Fort McMurray,K1C2C5,41,M,3,High School,Unknown,$40K - $60K,Blue,33,4,3,4,1639,0,1639,0.481,2242,44,0.571,0,0.99808,0.00191647
711232608,Attrited Customer,Voluntary,"Stay away from argos store card at all costs - this thing is only designed to ruin your credit report for years to come. Gives you credit, but doesn't let you set up repayments at the same time. That kind of practice should be illegal and get reported to trading standards.",8-Nov-21,Selkirk,K1C2C6,47,F,5,High School,Single,Less than $40K,Blue,36,2,3,2,1636,0,1636,0.694,2235,35,0.591,0,0.99449,0.00551
720190083,Attrited Customer,Voluntary,"App login faulty and not working; online login claimed no such customer account exists, even though same data worked just fine with the phone system.",8-Nov-21,High River,K1C2E2,56,F,3,Unknown,Single,Less than $40K,Blue,39,1,3,4,1632,0,1632,0.621,2509,47,0.424,0,0.9983,0.00169532
709064208,Attrited Customer,Voluntary,"So by the time your payment date comes you have to somehow clairvoyanty know that a payment is due, or else they'll charge you £12 arrears fee and ruin your credit file for years to come. Still haven't succeeded in setting up a direct debit, finally managed to pay the 'arrears' which took me 5 phone calls because the phone self service system is illogical, convoluted and faulty. Worst experience ever and I want argos to take the default off my credit file. I will file a complaint.",8-Nov-21,Welland,K1C2E4,43,F,2,Uneducated,Single,Less than $40K,Blue,32,4,3,6,1628,275,1353,0.69,2219,49,0.531,0.169,0.99938,0.0006198
771342183,Attrited Customer,Voluntary,been trying to make payments since november 2020 on the website from the PC but it will not accept payments Just says error. Tried to ring numbers but one is automated & the other is just a single repeating 'Bleep' Not good at all and they charged me £51 interest + £12 late payment fee which I'm NOT PAYING because it's their fault.,31-Dec-20,North Bay,K1C2E8,53,F,3,Graduate,Single,$40K - $60K,Blue,40,6,3,2,1625,0,1625,0.689,2314,43,0.433,0,0.99467,0.00533
713677158,Attrited Customer,Voluntary,Argos charges extortionate fees,29-Dec-20,Slave Lake,K1C2H2,31,F,1,Graduate,Divorced,Unknown,Blue,22,2,2,3,1623,0,1623,0.501,2126,45,0.364,0,0.99447,0.00553
714503433,Attrited Customer,Voluntary,"Argos card app doesn't allow you to choose which credit you are paying and reallocates payment causing its users to be charged laye fees. I called the customer service and they could not care less. Also beware because they will charge you an extortionate 12 pounds fee on a late payment even if you, like me, only spent 23.",29-Dec-20,Canmore,K1C2J4,57,F,2,Doctorate,Married,Less than $40K,Blue,36,1,3,3,1615,950,665,0.507,2212,43,0.387,0.588,0.99772,0.00227837
711474333,Attrited Customer,Voluntary,"Tried for months to pay my account online, system does not accept payment. I have spoken to advisor and they are aware of problem, but unable to advise when problem will be rectified. When purchasing goods from Argos service is excellent, Argos card services really let's the company down.",17-Dec-20,Edmundston,K1C2J5,57,F,2,Uneducated,Single,Less than $40K,Blue,51,3,5,2,1614,0,1614,0.241,1690,38,0.357,0,0.99518,0.00481678
717592758,Attrited Customer,Voluntary,Due to an unexpected technical error on the site we cannot continue to service your My Argos Card account at this moment and you have been logged out. Please log in and try again.,15-Dec-20,Regina,K1C2J8,44,F,3,Unknown,Single,Less than $40K,Blue,36,3,2,2,1606,1578,28,0.85,2418,44,0.467,0.983,0.99236,0.00764
717725433,Attrited Customer,Voluntary,NOT GOOD ENOUGH,15-Dec-20,Sept-√É≈Ωles,K1C2L1,54,F,2,Graduate,Married,$40K - $60K,Blue,44,3,4,2,1606,0,1606,0.763,2258,37,0.609,0,0.99542,0.00457826
778819083,Attrited Customer,Voluntary,Lack of communication,14-Dec-20,Windsor,K1C2L7,41,F,2,Doctorate,Married,$40K - $60K,Blue,33,1,3,3,1604,0,1604,0.644,2264,47,0.516,0,0.99772,0.00227837
720507108,Attrited Customer,Voluntary,"I have purchased something by Argos card and have returned it back the next day but in the Sainsbury Argos during the 2nd lockdown. I was given the refund voucher, however on my account it was not updated and then spoke to some on live chat. That person told me it will be put back within the next 5-7 working days.",14-Dec-20,Rimouski,K1C2M5,42,F,3,College,Married,Less than $40K,Blue,28,3,3,2,1601,0,1601,0.63,2339,41,0.414,0,0.99452,0.00548
714013983,Attrited Customer,Voluntary,However it is not appearing on my account and the 2nd time I have spoken to someone and have been asking me unnecessary questions and the she ended the chat herself as she could not help.,14-Dec-20,Oshawa,K1C2N2,37,F,4,Post-Graduate,Married,Less than $40K,Blue,36,3,3,3,1586,0,1586,0.497,2109,41,0.414,0,0.99733,0.00267072
708705783,Attrited Customer,Voluntary,I then went to the Argos store and have been told to call as they have let me use their phone.,14-Dec-20,Halifax,K1C2N3,47,M,3,Doctorate,Married,$60K - $80K,Blue,36,6,3,1,1584,1214,370,0.887,2628,41,0.64,0.766,0.9939,0.0061
